ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emission_kg_per_unit,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_per_Unit,Delivery_Time_days,Sustainability_Score,CO2_Factor_per_USD,Ownership_Type,Certification,Packaging_Type,Locality
667,food,30.25267575851824,330.53268117174804,32.16107601450884,4982.978913113234,114.6354483870862,764.1533483843427,73.9670165837461,1497.8395294911504,5,77.68,,Minority-Owned,GreenSeal,Biodegradable,National
668,electronics,134.99060787457685,306.2198125320272,30.36580369083245,762.5648371929882,351.0589308345935,287.6330311650464,35.78068273589967,4057.0005287668528,10,47.1,,Local Vendor,ISO14001,Biodegradable,Local
669,apparel,199.88860789642663,329.29721592106284,9.788444504172809,3409.7346221484854,303.4548219621393,668.0261574061773,36.14112138018048,4978.900168656829,3,55.09,,Women-Owned,None,Recycled,Local
670,electronics,19.160287383505647,140.59044852009498,35.55181813295761,2040.4047352895143,530.6295101390742,138.75187185688668,36.847415870378384,1412.7824104221552,8,45.46,,Corporate,GreenSeal,Compostable,Local
671,automotive,195.66309500205028,227.81198446894336,23.303427594949163,751.748014645911,788.8415145644034,476.6847070278692,68.56341472573607,2296.5304127519344,13,56.7,,Women-Owned,FairTrade,Compostable,National
672,electronics,87.31251253734541,67.7567898009047,33.720268988554494,877.8101405341167,865.4067919349151,149.3850445969262,55.55518245928313,2696.8675355204464,3,42.93,,Minority-Owned,ISO14001,Biodegradable,International
673,food,175.44315556407923,263.995716869072,42.03098690873738,4751.4382206035225,852.6208811399831,753.8230937914475,52.99181952232249,1615.6694518585489,1,40.87,,Minority-Owned,GreenSeal,Plastic,International
674,pharmaceutical,158.65324197107196,294.36106278094843,9.316693000269234,4410.047333887634,391.6917831619144,636.4458963901732,33.39001156687036,273.2712303009429,9,60.67,,Minority-Owned,ISO14001,Compostable,International
675,electronics,117.73308958746688,152.48738124644433,1.9380985318449973,4544.505606033607,702.8726262876488,560.5649378432147,67.25329237827076,1256.620372148128,9,69.25,,Local Vendor,ISO14001,Compostable,National
676,food,150.30534975775203,483.8129812244812,39.17602673339355,4958.510601554194,347.19248764800903,676.727467137265,12.68547029489908,1553.2970448404403,6,37.15,,Women-Owned,ISO14001,Recycled,International
677,food,176.9179566472561,459.2545749217589,30.875173832478183,1120.745411041738,107.86026607342356,553.2638568991142,70.95580206366792,2329.2785663272984,10,75.23,,Local Vendor,None,Recycled,National
678,automotive,86.78666111369627,374.9644559551576,35.28233891148396,1841.6527530839023,716.4870023227952,778.2610780220039,45.89249298557508,1021.291896384329,1,45.3,,Local Vendor,None,Plastic,International
679,food,72.13630069701534,290.02398294441315,42.06959377444348,3379.1732466318467,59.33617494129845,599.7705635053401,37.877516440438896,4391.620912120028,8,51.55,,Minority-Owned,FairTrade,Compostable,International
680,food,136.8427432570811,441.4861218414582,40.33773580640053,2470.6324453171715,438.7234580855641,747.2610267075728,44.801709650238,3583.573437110413,2,45.94,,Minority-Owned,FairTrade,Compostable,Local
681,food,163.49072896883914,108.79355472055832,48.08508719951241,2150.108713553834,362.91030583697193,461.9923244074466,56.71908713736818,608.9622922863775,9,57.02,,Local Vendor,GreenSeal,Recycled,National
682,food,154.834175607557,405.7294074236983,27.260818863753794,1853.2751217444056,708.7086615929098,181.94508908730387,10.893579856252815,3320.4437654716708,14,26.64,,Women-Owned,FairTrade,Compostable,Local
683,apparel,161.58459328314055,106.16936628508174,24.936286000335365,3009.525096522916,777.93319912236,469.724404996112,71.00862995207734,3337.551086746978,8,55.52,,Corporate,ISO14001,Biodegradable,Local
684,apparel,92.76082981445728,407.3947981472325,20.692472794645774,2920.407800336402,338.88990417271964,188.8109796441653,41.2717667717975,4789.861633489413,3,52.61,,Local Vendor,ISO14001,Recycled,Local
685,automotive,165.3885010732541,174.0954057131106,8.530861099366023,891.1433869147764,821.0456637226108,514.7454354234835,34.007656379005475,214.500182509574,13,48.53,,Women-Owned,None,Plastic,National
686,electronics,32.839720520415604,444.690761458185,29.057754411219097,2411.5252038403514,329.2209224796871,437.745142369364,19.677189594384,1390.0757590678743,5,45.56,,Minority-Owned,ISO14001,Recycled,National
687,food,113.4529286125614,474.818942221429,14.57361369197296,2812.0117034282644,474.0100419872332,535.8027784829471,40.76257620509095,4653.399101001514,9,51.02,,Minority-Owned,GreenSeal,Compostable,International
688,electronics,11.0941454946431,116.95818623230204,46.1440680984358,2894.405999783813,740.6676006634273,107.03288673838212,44.74259398990652,4674.242793911759,13,32.35,,Women-Owned,ISO14001,Plastic,Local
689,electronics,71.67130768105136,258.2040222794271,29.57634940957778,1129.5252452705238,708.2742177635491,236.38834415875488,38.255268614543446,3658.8148129790593,1,38.73,,Corporate,ISO14001,Recycled,International
690,automotive,79.6276916255656,491.4443201732083,30.0491688448974,3737.129822036205,988.00004869659,443.9313023384916,57.50620656788279,3875.663941028192,9,39.34,,Minority-Owned,GreenSeal,Biodegradable,Local
691,food,85.27281140575852,267.533346187916,18.39130838297349,223.4755646232412,263.90297300513527,765.3524931123944,39.46275701314582,639.1181980623062,4,63.18,,Minority-Owned,FairTrade,Biodegradable,National
692,food,142.1387692710738,438.5963851315453,3.5474782469076667,1838.676092161497,679.2020178626033,368.52632824861087,77.29923044926014,2666.6040069355213,4,71.52,,Minority-Owned,FairTrade,Recycled,National
693,pharmaceutical,83.82603924136569,314.929184959094,2.5554445032764423,3923.0419778246046,629.1978128619885,397.0604182375442,51.94942624765143,1311.5983581871972,4,63.45,,Women-Owned,GreenSeal,Biodegradable,National
694,electronics,95.25178829828084,218.89845856382084,21.74342206350668,2863.0753131714714,919.3435317655284,600.2872623046355,66.52345549563363,1069.8466093453628,10,54.84,,Local Vendor,None,Biodegradable,Local
695,electronics,55.13338486612222,178.6025999866416,5.143703526764655,1379.695919303215,198.5440345626313,522.6549301002826,17.65491321766352,4089.455835791997,12,52.63,,Minority-Owned,ISO14001,Biodegradable,National
696,apparel,80.91784040957461,141.4503909887393,30.735500821466815,3505.2702847809337,764.2082554075863,309.24830506883325,37.8103905062134,848.1830560666276,9,41.99,,Local Vendor,GreenSeal,Plastic,Local
697,pharmaceutical,53.18122917999878,392.8091861199637,44.16767727634321,2880.2156263647594,589.8551854553299,387.5714768971994,33.57933910130069,2449.527857582649,14,36.53,,Corporate,ISO14001,Biodegradable,International
698,apparel,23.90722551600429,223.94322807036252,44.26282600941739,4001.593686336297,310.9325762985101,252.38985920006272,49.86376716956143,4705.175550012958,6,48.49,,Minority-Owned,None,Biodegradable,Local
699,apparel,124.6552327424618,280.07395799033804,33.29322509647939,3701.623412330135,500.7131684398154,776.215021391146,70.2779464042998,1091.9938667136444,11,64.62,,Minority-Owned,ISO14001,Biodegradable,International
700,apparel,136.96043172545308,271.54646600053184,11.35035974217362,3089.52881797755,367.0877672163079,191.4440670901518,15.483675243340468,4894.368433943526,8,42.4,,Corporate,GreenSeal,Plastic,Local
701,automotive,127.70316574182677,309.77556315490904,43.28684473658473,2492.0706090229887,600.3477326490379,360.2857491964936,15.080235863129754,4972.582331653083,12,22.27,,Minority-Owned,ISO14001,Recycled,International
702,automotive,98.06386832210876,439.5097155310485,44.4185783303472,752.5924157708647,894.5505802739326,118.08728055400783,69.52223957103192,2866.962342475534,14,44.42,,Local Vendor,FairTrade,Compostable,National
703,apparel,82.15929823405367,491.3327046125432,10.636025662694976,1380.5317876383804,590.8397351915919,255.24564435348248,24.899506022685017,1016.685152850358,4,48.44,,Women-Owned,None,Biodegradable,International
704,pharmaceutical,174.0333934186468,233.4128938582176,37.13387820276319,2153.587417293718,650.1362974102549,646.3297968661085,56.81272781148696,1717.303462116299,3,50.61,,Local Vendor,None,Recycled,National
705,electronics,108.62553917588144,422.3835149478364,15.039457897429024,3036.5665063313045,542.810454758974,240.8226626022156,48.00146926525636,2237.5655968473684,14,57.23,,Women-Owned,None,Biodegradable,National
706,pharmaceutical,101.04455674964888,394.0375075946229,40.32937530529355,2617.1684905549937,98.60723112320213,156.04438177027592,68.30255164210607,1684.75627691947,1,71.69,,Women-Owned,GreenSeal,Plastic,International
707,food,14.87199250322278,308.088028155008,49.86465709527653,1512.1041772016945,271.21562903228954,432.1172258911663,18.756223688548246,1547.0507834072755,10,38.2,,Local Vendor,None,Recycled,Local
708,automotive,74.83708724896971,480.2212146253699,2.471274261140248,131.67535316958168,517.4016429604786,106.97846431416296,19.08480760058279,4866.702604238516,7,43.3,,Local Vendor,FairTrade,Plastic,Local
709,electronics,82.23716756931285,140.21353198778127,44.97092742375566,2531.5721873139883,344.7235195574696,159.33630809843322,48.97728521948153,936.1511715955792,4,54.29,,Local Vendor,GreenSeal,Biodegradable,Local
710,electronics,85.7763283704111,99.16889463932964,31.508896146334244,1499.5673439549912,222.6754178731345,665.3381086940826,76.24650573508596,3719.973961840939,14,71.4,,Local Vendor,FairTrade,Biodegradable,Local
711,food,120.23275015319314,434.28288512994,48.69574833907624,3699.580673481622,528.9261998225164,640.0313414017245,39.0498430859528,201.96938930803935,8,43.77,,Corporate,ISO14001,Plastic,Local
712,food,111.3844838781069,247.61741748518676,23.785466358794952,217.33669982536912,356.6693037754578,740.5971742834272,32.88594701782864,3061.676813131409,14,50.11,,Minority-Owned,ISO14001,Compostable,National
713,apparel,125.50196763075448,431.1359843931773,42.52200859799731,2965.656275398376,295.20226101474395,698.1608051375247,52.46825262385201,4596.526418979452,3,51.18,,Women-Owned,ISO14001,Plastic,Local
714,automotive,155.32781969300436,451.8905923379367,4.057309361315584,4713.223763779721,490.78614656836174,578.2228942678727,75.13140203815217,1582.0836516474512,1,78.06,,Local Vendor,ISO14001,Biodegradable,National
715,automotive,164.46729035605776,78.10591712858215,17.428673453836492,954.6054088463476,176.6200451780645,136.633000110464,68.58494829912365,1090.5246812370522,5,79.84,,Local Vendor,FairTrade,Plastic,National
716,pharmaceutical,146.44338448303392,447.5591433437273,4.283810349809288,2411.0825046779173,931.3584464216368,647.9940325906603,79.68385275132539,3328.0630154164496,14,63.53,,Local Vendor,GreenSeal,Compostable,National
717,apparel,191.5495022314376,251.74357491624,48.79181354047446,547.967759903977,874.3169930232771,691.8575675883923,11.579800824166396,3620.486755032287,2,12.8,,Corporate,GreenSeal,Plastic,International
718,apparel,13.46419070850871,279.6946200519045,41.03172145632,3165.841370080628,722.2395564535086,659.3575020403681,17.900070129893358,3502.54649096951,3,23.87,,Local Vendor,None,Compostable,International
719,apparel,47.19781727987376,331.9666299919446,42.77482364105256,2797.6052349215056,150.9031362090334,455.9353247156183,52.66274343566354,1732.7210241025955,14,61.23,,Local Vendor,FairTrade,Compostable,National
720,apparel,11.436946245847002,466.8721730285391,46.96029634026082,2096.091068642879,787.0833917462083,263.0312870546372,67.44035075336947,1410.5715303647885,6,48.5,,Local Vendor,ISO14001,Plastic,International
721,automotive,133.0201956893746,58.60224249339382,5.1700708198694825,2654.747405221332,817.559461703568,691.7309829821087,29.967103961473654,4788.410239817812,3,38.81,,Minority-Owned,FairTrade,Plastic,Local
722,automotive,180.62580430049752,264.5795607430177,19.89428203315333,4493.21582649815,779.3763868286208,609.013966818097,26.74477616239531,4631.837639695661,3,32.77,,Corporate,None,Recycled,Local
723,apparel,56.26163634949686,359.4749190937523,4.480709563156104,1061.8420813242285,158.26759276327908,786.5328220721962,65.08830595668405,2395.1197274855376,12,81.21,,Local Vendor,None,Biodegradable,National
724,pharmaceutical,186.13656351129828,375.2181309642028,11.3288619759514,210.56610735620143,661.7125592143765,208.98481842915305,13.946729769726211,4261.730557540992,6,34.07,,Women-Owned,FairTrade,Compostable,Local
725,electronics,21.450804155016563,361.63959419169856,12.238923074845946,4322.157935025594,842.6085559619286,257.96520813643855,35.85678533078096,2371.152692644621,5,43.01,,Women-Owned,FairTrade,Recycled,National
726,electronics,187.5428450930477,110.49580823365484,23.98625334133136,2927.8737037007418,598.4857311586843,248.2587049170519,45.40664558146308,2237.06728674805,10,50.68,,Women-Owned,FairTrade,Plastic,National
727,pharmaceutical,76.80831057553054,184.72801476725652,14.159546205228487,4464.226431763028,664.0870064666846,654.7778373349357,49.22440720452264,952.4621484766144,9,57.12,,Corporate,GreenSeal,Biodegradable,Local
728,apparel,29.26995740535114,211.42198643765605,5.947927234070294,3025.031594724546,485.4453054549909,230.8351075150827,61.00306097549439,2246.7490711614696,1,69.07,,Corporate,ISO14001,Recycled,International
729,automotive,102.31563424540188,411.9967434557772,9.207063365611278,4069.789340802542,552.27195388985,146.66188087631426,34.839200640146075,2779.6013052790736,13,51.61,,Women-Owned,FairTrade,Compostable,Local
730,electronics,58.78754786689651,175.44194258654886,8.216502614052455,2205.399480440225,82.65801543413895,798.99256460994,52.887904127222505,308.02077165769504,3,80.06,,Local Vendor,FairTrade,Recycled,Local
731,food,64.12585137276534,144.81723374024142,48.68076309770262,3774.313663312517,657.0148708746203,117.3720480116044,50.97627959536695,2331.7424248419507,3,41.64,,Corporate,FairTrade,Compostable,National
732,food,68.38509333599444,480.8516085671433,38.20533283900521,4573.903187760295,127.37485224660124,684.670842111206,48.333127045762296,3950.5098482969615,11,57.16,,Women-Owned,None,Plastic,National
733,pharmaceutical,162.57492058820606,53.98847830106101,48.42031179820854,2903.402522238811,463.2638646232122,355.75678908545694,54.83383051995485,3464.221070596496,6,47.22,,Women-Owned,None,Biodegradable,National
734,apparel,112.44064256829836,499.0193850568902,22.54728383888752,985.8472377556598,328.02234278403745,689.1308218304707,28.161441974765346,3248.753546546888,8,48.72,,Local Vendor,GreenSeal,Biodegradable,National
735,electronics,69.1484628396407,354.56958448582805,14.640055601470172,1417.108313647971,568.1565527011275,488.2343438478015,15.925412750924028,4565.866056498572,3,35.93,,Minority-Owned,ISO14001,Biodegradable,International
736,apparel,125.96341882907448,422.8111847521027,40.11636666325015,1073.3584267972883,176.74551874704673,731.141860640452,18.34901704278204,286.55364716110404,3,47.25,,Corporate,GreenSeal,Plastic,International
737,electronics,146.06862810240676,182.5787283557869,16.986441984016192,1309.5994352190912,707.0612318746523,748.3350904902387,25.720766785773076,2873.828413722724,6,39.11,,Local Vendor,ISO14001,Compostable,International
738,pharmaceutical,61.79856013937142,56.44187495017699,15.669785311562066,1601.4357018200783,805.2609600820468,106.3687268965432,45.01385548659497,3979.274472366594,8,44.12,,Women-Owned,None,Plastic,National
